mirror_id,mirror_width_m,mirror_height_m,x_m,y_m,z_m
40,6.746757379733026,6.228727007317101,-34.8798195288577,-311.9733125797536,4.110585252215359
41,6.746757379733026,6.228727007317101,-46.092438327743444,-308.4379874523032,4.110585252215359
42,6.746757379733026,6.228727007317101,-56.95426583957975,-303.9388711847434,4.110585252215359
43,6.746757379733026,6.228727007317101,-67.38263699845103,-298.5102047685109,4.110585252215359
44,6.746757379733026,6.228727007317101,-77.29818560301533,-292.1933036329517,4.110585252215359
45,6.746757379733026,6.228727007317101,-86.62544834122014,-285.03624320995664,4.110585252215359
46,6.746757379733026,6.228727007317101,-95.29343911167253,-277.09349305089586,4.110585252215359
47,6.746757379733026,6.228727007317101,-103.23618927073329,-268.42550228044354,4.110585252215359
48,6.746757379733026,6.228727007317101,-110.39324969372846,-259.0982395422386,4.110585252215359
49,6.746757379733026,6.228727007317101,-116.71015082928756,-249.18269093767435,4.110585252215359
50,6.746757379733026,6.228727007317101,-122.13881724552004,-238.75431977880316,4.110585252215359
51,6.746757379733026,6.228727007317101,-126.63793351307991,-227.8924922669667,4.110585252215359
52,6.746757379733026,6.228727007317101,-130.1732586405303,-216.67987346808104,4.110585252215359
53,6.746757379733026,6.228727007317101,-132.71788666896364,-205.20179818156987,4.110585252215359
54,6.746757379733026,6.228727007317101,-134.2524514425952,-193.54562149101497,4.110585252215359
55,6.746757379733026,6.228727007317101,-134.76527399690204,-181.80005393922332,4.110585252215359
56,6.746757379733026,6.228727007317101,-134.2524514425952,-170.05448638743167,4.110585252215359
57,6.746757379733026,6.228727007317101,-132.71788666896367,-158.39830969687674,4.110585252215359
58,6.746757379733026,6.228727007317101,-130.17325864053032,-146.9202344103656,4.110585252215359
59,6.746757379733026,6.228727007317101,-126.6379335130799,-135.7076156114798,4.110585252215359
60,6.746757379733026,6.228727007317101,-122.13881724552012,-124.84578809964356,4.110585252215359
61,6.746757379733026,6.228727007317101,-116.71015082928766,-114.41741694077236,4.110585252215359
62,6.746757379733026,6.228727007317101,-110.39324969372841,-104.50186833620792,4.110585252215359
63,6.746757379733026,6.228727007317101,-103.23618927073332,-95.1746055980031,4.110585252215359
64,6.746757379733026,6.228727007317101,-95.29343911167255,-86.50661482755078,4.110585252215359
65,6.746757379733026,6.228727007317101,-86.62544834122023,-78.56386466849001,4.110585252215359
66,6.746757379733026,6.228727007317101,-77.29818560301543,-71.40680424549491,4.110585252215359
67,6.746757379733026,6.228727007317101,-67.38263699845098,-65.08990310993566,4.110585252215359
68,6.746757379733026,6.228727007317101,-56.9542658395799,-59.661236693703245,4.110585252215359
69,6.746757379733026,6.228727007317101,-46.09243832774344,-55.162120426143375,4.110585252215359
70,6.746757379733026,6.228727007317101,-34.879819528857745,-51.626795298693,4.110585252215359
71,6.746757379733026,6.228727007317101,-23.4017442423466,-49.082167270259646,4.110585252215359
72,6.746757379733026,6.228727007317101,-11.74556755179168,-47.54760249662809,4.110585252215359
73,6.746757379733026,6.228727007317101,6.395710988105397,-35.31418895213204,4.110585252215359
74,6.746757379733026,6.228727007317101,19.138457741860822,-36.42903483526743,4.110585252215359
75,6.746757379733026,6.228727007317101,31.735549276083955,-38.650241951205146,4.110585252215359
76,6.746757379733026,6.228727007317101,44.09111411786751,-41.96090557259143,4.110585252215359
77,6.746757379733026,6.228727007317101,56.1111189582715,-46.335829550234166,4.110585252215359
78,6.746757379733026,6.228727007317101,67.70408430258307,-51.741718071012144,4.110585252215359
79,6.746757379733026,6.228727007317101,78.78178068450816,-58.13742905911754,4.110585252215359
80,6.746757379733026,6.228727007317101,89.25990014568436,-65.47428729209496,4.110585252215359
81,6.746757379733026,6.228727007317101,99.05869787015061,-73.69645484867537,4.110585252215359
82,6.746757379733026,6.228727007317101,108.1035990905479,-82.74135606907267,4.110585252215359
83,6.746757379733026,6.228727007317101,116.32576664712832,-92.54015379353892,4.110585252215359
84,6.746757379733026,6.228727007317101,123.66262488010574,-103.01827325471511,4.110585252215359
85,6.746757379733026,6.228727007317101,130.05833586821115,-114.09596963664019,4.110585252215359
86,6.746757379733026,6.228727007317101,135.46422438898912,-125.68893498095179,4.110585252215359
87,6.746757379733026,6.228727007317101,139.83914836663186,-137.70893982135576,4.110585252215359
88,6.746757379733026,6.228727007317101,143.14981198801814,-150.0645046631393,4.110585252215359
89,6.746757379733026,6.228727007317101,145.37101910395586,-162.66159619736246,4.110585252215359
90,6.746757379733026,6.228727007317101,146.48586498709125,-175.40434295111788,4.110585252215359
91,6.746757379733026,6.228727007317101,146.48586498709125,-188.19576492732867,4.110585252215359
92,6.746757379733026,6.228727007317101,145.3710191039559,-200.9385116810841,4.110585252215359
93,6.746757379733026,6.228727007317101,143.14981198801814,-213.53560321530722,4.110585252215359
94,6.746757379733026,6.228727007317101,139.83914836663186,-225.8911680570908,4.110585252215359
95,6.746757379733026,6.228727007317101,135.46422438898915,-237.91117289749474,4.110585252215359
96,6.746757379733026,6.228727007317101,130.05833586821117,-249.50413824180634,4.110585252215359
97,6.746757379733026,6.228727007317101,123.66262488010577,-260.5818346237314,4.110585252215359
98,6.746757379733026,6.228727007317101,116.32576664712832,-271.05995408490764,4.110585252215359
99,6.746757379733026,6.228727007317101,108.10359909054792,-280.8587518093739,4.110585252215359
100,6.746757379733026,6.228727007317101,99.05869787015064,-289.9036530297712,4.110585252215359
101,6.746757379733026,6.228727007317101,89.25990014568441,-298.12582058635155,4.110585252215359
102,6.746757379733026,6.228727007317101,78.78178068450816,-305.462678819329,4.110585252215359
103,6.746757379733026,6.228727007317101,67.70408430258314,-311.8583898074344,4.110585252215359
104,6.746757379733026,6.228727007317101,56.11111895827151,-317.2642783282124,4.110585252215359
105,6.746757379733026,6.228727007317101,44.09111411786755,-321.6392023058552,4.110585252215359
106,6.746757379733026,6.228727007317101,31.735549276083933,-324.94986592724143,4.110585252215359
107,6.746757379733026,6.228727007317101,19.138457741860822,-327.17107304317915,4.110585252215359
108,6.746757379733026,6.228727007317101,6.395710988105407,-328.28591892631454,4.110585252215359
109,6.746757379733026,6.228727007317101,-6.395710988105371,-328.28591892631454,4.110585252215359
110,6.746757379733026,6.228727007317101,-19.138457741860787,-327.17107304317915,4.110585252215359
111,6.746757379733026,6.228727007317101,-31.7355492760839,-324.94986592724143,4.110585252215359
112,6.746757379733026,6.228727007317101,-44.09111411786745,-321.6392023058552,4.110585252215359
113,6.746757379733026,6.228727007317101,-56.11111895827148,-317.2642783282124,4.110585252215359
114,6.746757379733026,6.228727007317101,-67.70408430258298,-311.8583898074345,4.110585252215359
115,6.746757379733026,6.228727007317101,-78.78178068450818,-305.462678819329,4.110585252215359
116,6.746757379733026,6.228727007317101,-89.25990014568433,-298.12582058635167,4.110585252215359
117,6.746757379733026,6.228727007317101,-99.05869787015057,-289.90365302977125,4.110585252215359
118,6.746757379733026,6.228727007317101,-108.10359909054787,-280.8587518093739,4.110585252215359
119,6.746757379733026,6.228727007317101,-116.32576664712828,-271.0599540849077,4.110585252215359
120,6.746757379733026,6.228727007317101,-123.6626248801058,-260.5818346237314,4.110585252215359
121,6.746757379733026,6.228727007317101,-130.05833586821112,-249.50413824180643,4.110585252215359
122,6.746757379733026,6.228727007317101,-135.4642243889891,-237.91117289749488,4.110585252215359
123,6.746757379733026,6.228727007317101,-139.83914836663186,-225.8911680570908,4.110585252215359
124,6.746757379733026,6.228727007317101,-143.14981198801814,-213.53560321530725,4.110585252215359
125,6.746757379733026,6.228727007317101,-145.37101910395586,-200.93851168108412,4.110585252215359
126,6.746757379733026,6.228727007317101,-146.48586498709125,-188.1957649273287,4.110585252215359
127,6.746757379733026,6.228727007317101,-146.48586498709125,-175.40434295111794,4.110585252215359
128,6.746757379733026,6.228727007317101,-145.3710191039559,-162.6615961973625,4.110585252215359
129,6.746757379733026,6.228727007317101,-143.14981198801814,-150.0645046631394,4.110585252215359
130,6.746757379733026,6.228727007317101,-139.8391483666319,-137.70893982135584,4.110585252215359
131,6.746757379733026,6.228727007317101,-135.46422438898912,-125.68893498095176,4.110585252215359
132,6.746757379733026,6.228727007317101,-130.0583358682112,-114.09596963664032,4.110585252215359
133,6.746757379733026,6.228727007317101,-123.66262488010582,-103.01827325471523,4.110585252215359
134,6.746757379733026,6.228727007317101,-116.32576664712832,-92.54015379353892,4.110585252215359
135,6.746757379733026,6.228727007317101,-108.10359909054793,-82.74135606907268,4.110585252215359
136,6.746757379733026,6.228727007317101,-99.05869787015065,-73.69645484867542,4.110585252215359
137,6.746757379733026,6.228727007317101,-89.25990014568441,-65.47428729209501,4.110585252215359
138,6.746757379733026,6.228727007317101,-78.78178068450822,-58.137429059117565,4.110585252215359
139,6.746757379733026,6.228727007317101,-67.70408430258303,-51.741718071012116,4.110585252215359
140,6.746757379733026,6.228727007317101,-56.11111895827159,-46.335829550234195,4.110585252215359
141,6.746757379733026,6.228727007317101,-44.0911141178675,-41.96090557259143,4.110585252215359
142,6.746757379733026,6.228727007317101,-31.735549276083955,-38.650241951205146,4.110585252215359
143,6.746757379733026,6.228727007317101,-19.13845774186084,-36.42903483526743,4.110585252215359
144,6.746757379733026,6.228727007317101,-6.395710988105425,-35.31418895213204,4.110585252215359
145,6.746757379733026,6.228727007317101,0.0,-23.140914867172597,4.110585252215359
146,6.746757379733026,6.228727007317101,13.82805510952857,-23.74466079184549,4.110585252215359
147,6.746757379733026,6.228727007317101,27.550870370065667,-25.551303694825634,4.110585252215359
148,6.746757379733026,6.228727007317101,41.0640068714162,-28.547093932740523,4.110585252215359
149,6.746757379733026,6.228727007317101,54.264621485349984,-32.70923173297206,4.110585252215359
150,6.746757379733026,6.228727007317101,67.05224956390596,-38.006040713692954,4.110585252215359
151,6.746757379733026,6.228727007317101,79.32956953602533,-44.39720896025918,4.110585252215359
152,6.746757379733026,6.228727007317101,91.00314358347185,-51.8340958232215,4.110585252215359
153,6.746757379733026,6.228727007317101,101.98412875904766,-60.260102103037724,4.110585252215359
154,6.746757379733026,6.228727007317101,112.18895313506655,-69.61110080415672,4.110585252215359
155,6.746757379733026,6.228727007317101,121.53995183618557,-79.8159251801756,4.110585252215359
156,6.746757379733026,6.228727007317101,129.96595811600176,-90.79691035575142,4.110585252215359
157,6.746757379733026,6.228727007317101,137.4028449789641,-102.47048440319793,4.110585252215359
158,6.746757379733026,6.228727007317101,143.79401322553034,-114.74780437531733,4.110585252215359
159,6.746757379733026,6.228727007317101,149.09082220625123,-127.53543245387328,4.110585252215359
160,6.746757379733026,6.228727007317101,153.25296000648274,-140.73604706780705,4.110585252215359
161,6.746757379733026,6.228727007317101,156.24875024439766,-154.2491835691576,4.110585252215359
162,6.746757379733026,6.228727007317101,158.0553931473778,-167.9719988296947,4.110585252215359
163,6.746757379733026,6.228727007317101,158.6591390720507,-181.8000539392233,4.110585252215359
164,6.746757379733026,6.228727007317101,158.0553931473778,-195.62810904875184,4.110585252215359
165,6.746757379733026,6.228727007317101,156.24875024439766,-209.35092430928896,4.110585252215359
166,6.746757379733026,6.228727007317101,153.25296000648277,-222.8640608106395,4.110585252215359
167,6.746757379733026,6.228727007317101,149.09082220625123,-236.06467542457324,4.110585252215359
168,6.746757379733026,6.228727007317101,143.79401322553036,-248.85230350312924,4.110585252215359
169,6.746757379733026,6.228727007317101,137.4028449789641,-261.1296234752486,4.110585252215359
170,6.746757379733026,6.228727007317101,129.96595811600176,-272.80319752269514,4.110585252215359
171,6.746757379733026,6.228727007317101,121.53995183618557,-283.78418269827097,4.110585252215359
172,6.746757379733026,6.228727007317101,112.18895313506657,-293.9890070742898,4.110585252215359
173,6.746757379733026,6.228727007317101,101.9841287590477,-303.3400057754088,4.110585252215359
174,6.746757379733026,6.228727007317101,91.00314358347183,-311.7660120552251,4.110585252215359
175,6.746757379733026,6.228727007317101,79.3295695360254,-319.2028989181874,4.110585252215359
176,6.746757379733026,6.228727007317101,67.05224956390596,-325.5940671647536,4.110585252215359
177,6.746757379733026,6.228727007317101,54.26462148535001,-330.8908761454745,4.110585252215359
178,6.746757379733026,6.228727007317101,41.064006871416176,-335.0530139457061,4.110585252215359
179,6.746757379733026,6.228727007317101,27.550870370065656,-338.048804183621,4.110585252215359
180,6.746757379733026,6.228727007317101,13.828055109528576,-339.8554470866011,4.110585252215359
181,6.746757379733026,6.228727007317101,1.9430140682006164e-14,-340.459193011274,4.110585252215359
182,6.746757379733026,6.228727007317101,-13.828055109528535,-339.8554470866011,4.110585252215359
183,6.746757379733026,6.228727007317101,-27.550870370065617,-338.048804183621,4.110585252215359
184,6.746757379733026,6.228727007317101,-41.06400687141614,-335.0530139457061,4.110585252215359
185,6.746757379733026,6.228727007317101,-54.26462148534998,-330.8908761454745,4.110585252215359
186,6.746757379733026,6.228727007317101,-67.05224956390586,-325.5940671647537,4.110585252215359
187,6.746757379733026,6.228727007317101,-79.32956953602536,-319.20289891818743,4.110585252215359
188,6.746757379733026,6.228727007317101,-91.00314358347181,-311.76601205522513,4.110585252215359
189,6.746757379733026,6.228727007317101,-101.98412875904762,-303.3400057754089,4.110585252215359
190,6.746757379733026,6.228727007317101,-112.18895313506655,-293.9890070742899,4.110585252215359
191,6.746757379733026,6.228727007317101,-121.53995183618554,-283.784182698271,4.110585252215359
192,6.746757379733026,6.228727007317101,-129.96595811600184,-272.8031975226951,4.110585252215359
193,6.746757379733026,6.228727007317101,-137.40284497896405,-261.1296234752487,4.110585252215359
194,6.746757379733026,6.228727007317101,-143.7940132255303,-248.85230350312932,4.110585252215359
195,6.746757379733026,6.228727007317101,-149.09082220625123,-236.06467542457324,4.110585252215359
196,6.746757379733026,6.228727007317101,-153.25296000648277,-222.86406081063947,4.110585252215359
197,6.746757379733026,6.228727007317101,-156.24875024439766,-209.35092430928896,4.110585252215359
198,6.746757379733026,6.228727007317101,-158.0553931473778,-195.62810904875187,4.110585252215359
199,6.746757379733026,6.228727007317101,-158.6591390720507,-181.80005393922332,4.110585252215359
200,6.746757379733026,6.228727007317101,-158.0553931473778,-167.97199882969477,4.110585252215359
201,6.746757379733026,6.228727007317101,-156.24875024439768,-154.24918356915768,4.110585252215359
202,6.746757379733026,6.228727007317101,-153.2529600064828,-140.73604706780716,4.110585252215359
203,6.746757379733026,6.228727007317101,-149.09082220625123,-127.53543245387326,4.110585252215359
204,6.746757379733026,6.228727007317101,-143.7940132255304,-114.74780437531743,4.110585252215359
205,6.746757379733026,6.228727007317101,-137.40284497896417,-102.47048440319804,4.110585252215359
206,6.746757379733026,6.228727007317101,-129.9659581160018,-90.79691035575144,4.110585252215359
207,6.746757379733026,6.228727007317101,-121.53995183618558,-79.81592518017563,4.110585252215359
208,6.746757379733026,6.228727007317101,-112.18895313506658,-69.61110080415675,4.110585252215359
209,6.746757379733026,6.228727007317101,-101.98412875904772,-60.26010210303777,4.110585252215359
210,6.746757379733026,6.228727007317101,-91.00314358347191,-51.83409582322156,4.110585252215359
211,6.746757379733026,6.228727007317101,-79.32956953602529,-44.39720896025915,4.110585252215359
212,6.746757379733026,6.228727007317101,-67.05224956390605,-38.00604071369298,4.110585252215359
213,6.746757379733026,6.228727007317101,-54.26462148534996,-32.70923173297206,4.110585252215359
214,6.746757379733026,6.228727007317101,-41.06400687141619,-28.547093932740523,4.110585252215359
215,6.746757379733026,6.228727007317101,-27.550870370065674,-25.551303694825634,4.110585252215359
216,6.746757379733026,6.228727007317101,-13.828055109528595,-23.74466079184549,4.110585252215359
217,6.746757379733026,6.228727007317101,7.453089064253808,-11.096249399977609,4.110585252215359
218,6.746757379733026,6.228727007317101,22.30254468468423,-12.395408426296598,4.110585252215359
219,6.746757379733026,6.228727007317101,36.98226447341954,-14.983839094290602,4.110585252215359
220,6.746757379733026,6.228727007317101,51.38052689901029,-18.841841883639006,4.110585252215359
221,6.746757379733026,6.228727007317101,65.3877524904892,-23.940055063589142,4.110585252215359
222,6.746757379733026,6.228727007317101,78.89733780331105,-30.239678153456254,4.110585252215359
223,6.746757379733026,6.228727007317101,91.80646673593462,-37.69276721771007,4.110585252215359
224,6.746757379733026,6.228727007317101,104.01689302243749,-46.242599748273335,4.110585252215359
225,6.746757379733026,6.228727007317101,115.43568794592238,-55.82410635705854,4.110585252215359
226,6.746757379733026,6.228727007317101,125.97594758216474,-66.36436599330088,4.110585252215359
227,6.746757379733026,6.228727007317101,135.55745419094993,-77.78316091678579,4.110585252215359
228,6.746757379733026,6.228727007317101,144.10728672151322,-89.99358720328866,4.110585252215359
229,6.746757379733026,6.228727007317101,151.560375785767,-102.90271613591221,4.110585252215359
230,6.746757379733026,6.228727007317101,157.85999887563415,-116.41230144873407,4.110585252215359
231,6.746757379733026,6.228727007317101,162.95821205558428,-130.41952704021298,4.110585252215359
232,6.746757379733026,6.228727007317101,166.8162148449327,-144.8177894658037,4.110585252215359
233,6.746757379733026,6.228727007317101,169.4046455129267,-159.49750925453904,4.110585252215359
234,6.746757379733026,6.228727007317101,170.70380453924568,-174.34696487496947,4.110585252215359
235,6.746757379733026,6.228727007317101,170.70380453924568,-189.25314300347708,4.110585252215359
236,6.746757379733026,6.228727007317101,169.40464551292672,-204.10259862390748,4.110585252215359
237,6.746757379733026,6.228727007317101,166.8162148449327,-218.7823184126428,4.110585252215359
238,6.746757379733026,6.228727007317101,162.95821205558428,-233.1805808382336,4.110585252215359
239,6.746757379733026,6.228727007317101,157.85999887563418,-247.18780642971245,4.110585252215359
240,6.746757379733026,6.228727007317101,151.56037578576706,-260.6973917425343,4.110585252215359
241,6.746757379733026,6.228727007317101,144.10728672151325,-273.60652067515787,4.110585252215359
242,6.746757379733026,6.228727007317101,135.55745419094993,-285.8169469616608,4.110585252215359
243,6.746757379733026,6.228727007317101,125.97594758216475,-297.23574188514567,4.110585252215359
244,6.746757379733026,6.228727007317101,115.43568794592242,-307.776001521388,4.110585252215359
245,6.746757379733026,6.228727007317101,104.01689302243754,-317.3575081301732,4.110585252215359
246,6.746757379733026,6.228727007317101,91.80646673593462,-325.9073406607365,4.110585252215359
247,6.746757379733026,6.228727007317101,78.89733780331113,-333.3604297249903,4.110585252215359
248,6.746757379733026,6.228727007317101,65.38775249048922,-339.6600528148574,4.110585252215359
249,6.746757379733026,6.228727007317101,51.380526899010334,-344.7582659948075,4.110585252215359
250,6.746757379733026,6.228727007317101,-51.38052689901022,-344.75826599480763,4.110585252215359
251,6.746757379733026,6.228727007317101,-65.38775249048919,-339.66005281485747,4.110585252215359
252,6.746757379733026,6.228727007317101,-78.89733780331095,-333.36042972499035,4.110585252215359
253,6.746757379733026,6.228727007317101,-91.80646673593463,-325.9073406607365,4.110585252215359
254,6.746757379733026,6.228727007317101,-104.01689302243744,-317.35750813017324,4.110585252215359
255,6.746757379733026,6.228727007317101,-115.43568794592233,-307.7760015213881,4.110585252215359
256,6.746757379733026,6.228727007317101,-125.97594758216471,-297.2357418851457,4.110585252215359
257,6.746757379733026,6.228727007317101,-135.5574541909499,-285.81694696166085,4.110585252215359
258,6.746757379733026,6.228727007317101,-144.10728672151328,-273.60652067515787,4.110585252215359
259,6.746757379733026,6.228727007317101,-151.560375785767,-260.6973917425344,4.110585252215359
260,6.746757379733026,6.228727007317101,-157.85999887563412,-247.1878064297126,4.110585252215359
261,6.746757379733026,6.228727007317101,-162.95821205558428,-233.18058083823354,4.110585252215359
262,6.746757379733026,6.228727007317101,-166.8162148449327,-218.7823184126428,4.110585252215359
263,6.746757379733026,6.228727007317101,-169.4046455129267,-204.10259862390754,4.110585252215359
264,6.746757379733026,6.228727007317101,-170.70380453924568,-189.2531430034771,4.110585252215359
265,6.746757379733026,6.228727007317101,-170.70380453924568,-174.34696487496953,4.110585252215359
266,6.746757379733026,6.228727007317101,-169.40464551292672,-159.49750925453912,4.110585252215359
267,6.746757379733026,6.228727007317101,-166.81621484493272,-144.81778946580383,4.110585252215359
268,6.746757379733026,6.228727007317101,-162.9582120555843,-130.4195270402131,4.110585252215359
269,6.746757379733026,6.228727007317101,-157.85999887563415,-116.41230144873404,4.110585252215359
270,6.746757379733026,6.228727007317101,-151.5603757857671,-102.90271613591236,4.110585252215359
271,6.746757379733026,6.228727007317101,-144.1072867215133,-89.99358720328878,4.110585252215359
272,6.746757379733026,6.228727007317101,-135.55745419094993,-77.78316091678579,4.110585252215359
273,6.746757379733026,6.228727007317101,-125.97594758216476,-66.36436599330091,4.110585252215359
274,6.746757379733026,6.228727007317101,-115.43568794592244,-55.82410635705858,4.110585252215359
275,6.746757379733026,6.228727007317101,-104.01689302243754,-46.24259974827339,4.110585252215359
276,6.746757379733026,6.228727007317101,-91.80646673593469,-37.6927672177101,4.110585252215359
277,6.746757379733026,6.228727007317101,-78.897337803311,-30.239678153456225,4.110585252215359
278,6.746757379733026,6.228727007317101,-65.3877524904893,-23.94005506358917,4.110585252215359
279,6.746757379733026,6.228727007317101,-51.38052689901028,-18.841841883639006,4.110585252215359
280,6.746757379733026,6.228727007317101,-36.98226447341954,-14.983839094290602,4.110585252215359
281,6.746757379733026,6.228727007317101,-22.30254468468425,-12.395408426296598,4.110585252215359
282,6.746757379733026,6.228727007317101,-7.453089064253841,-11.096249399977609,4.110585252215359
283,6.746757379733026,6.228727007317101,0.0,1.4472433053826705,4.110585252215359
284,6.746757379733026,6.228727007317101,15.971054297854526,0.7499320154952898,4.110585252215359
285,6.746757379733026,6.228727007317101,31.820559228916128,-1.336694894202708,4.110585252215359
286,6.746757379733026,6.228727007317101,47.427890490466694,-4.796756932988757,4.110585252215359
287,6.746757379733026,6.228727007317101,62.67426686764155,-9.603920939505144,4.110585252215359
288,6.746757379733026,6.228727007317101,77.44365423019663,-15.72160149301726,4.110585252215359
289,6.746757379733026,6.228727007317101,91.62364862230297,-23.10323935055635,4.110585252215359
290,6.746757379733026,6.228727007317101,105.10633172452195,-31.692655790871783,4.110585252215359
291,6.746757379733026,6.228727007317101,117.78909217737902,-41.42448016842127,4.110585252215359
292,6.746757379733026,6.228727007317101,129.5754065157678,-52.22464742345545,4.110585252215359
293,6.746757379733026,6.228727007317101,140.37557377080202,-64.01096176184426,4.110585252215359
294,6.746757379733026,6.228727007317101,150.10739814835148,-76.69372221470132,4.110585252215359
295,6.746757379733026,6.228727007317101,158.6968145886669,-90.1764053169203,4.110585252215359
296,6.746757379733026,6.228727007317101,166.07845244620603,-104.35639970902666,4.110585252215359
297,6.746757379733026,6.228727007317101,172.19613299971812,-119.12578707158173,4.110585252215359
298,6.746757379733026,6.228727007317101,177.0032970062345,-134.37216344875657,4.110585252215359
299,6.746757379733026,6.228727007317101,180.46335904502058,-149.97949471030714,4.110585252215359
300,6.746757379733026,6.228727007317101,182.54998595471858,-165.82899964136877,4.110585252215359
301,6.746757379733026,6.228727007317101,183.24729724460596,-181.8000539392233,4.110585252215359
302,6.746757379733026,6.228727007317101,182.54998595471858,-197.77110823707778,4.110585252215359
303,6.746757379733026,6.228727007317101,180.46335904502058,-213.6206131681394,4.110585252215359
304,6.746757379733026,6.228727007317101,177.00329700623453,-229.22794442969,4.110585252215359
305,6.746757379733026,6.228727007317101,172.19613299971815,-244.4743208068648,4.110585252215359
306,6.746757379733026,6.228727007317101,166.07845244620606,-259.2437081694199,4.110585252215359
307,6.746757379733026,6.228727007317101,158.69681458866694,-273.4237025615262,4.110585252215359
308,6.746757379733026,6.228727007317101,150.10739814835148,-286.90638566374525,4.110585252215359
309,6.746757379733026,6.228727007317101,140.37557377080202,-299.5891461166023,4.110585252215359
310,6.746757379733026,6.228727007317101,129.57540651576784,-311.37546045499107,4.110585252215359
311,6.746757379733026,6.228727007317101,117.78909217737906,-322.1756277100253,4.110585252215359
312,6.746757379733026,6.228727007317101,105.10633172452192,-331.9074520875748,4.110585252215359
313,6.746757379733026,6.228727007317101,-105.10633172452191,-331.9074520875748,4.110585252215359
314,6.746757379733026,6.228727007317101,-117.78909217737896,-322.17562771002537,4.110585252215359
315,6.746757379733026,6.228727007317101,-129.5754065157678,-311.3754604549911,4.110585252215359
316,6.746757379733026,6.228727007317101,-140.375573770802,-299.58914611660236,4.110585252215359
317,6.746757379733026,6.228727007317101,-150.10739814835156,-286.90638566374514,4.110585252215359
318,6.746757379733026,6.228727007317101,-158.69681458866688,-273.42370256152634,4.110585252215359
319,6.746757379733026,6.228727007317101,-166.078452446206,-259.24370816942,4.110585252215359
320,6.746757379733026,6.228727007317101,-172.19613299971815,-244.4743208068648,4.110585252215359
321,6.746757379733026,6.228727007317101,-177.00329700623453,-229.22794442968996,4.110585252215359
